20111001, New York,63.4
20111002, New York,58
20111003, New York,53.3
20111004, New York,55.7
20111005, New York,64.2
20111006, New York,58.8
20111007, New York,57.9
20111008, New York,61.8
20111009, New York,69.3
20111010, New York,71.2
20111011, New York,68.7
20111012, New York,61.8
20111013, New York,63
